torneo,id_partido,fase,grupo,jornada,fecha,equipo_local,equipo_visitante,goles_local,goles_visitante,anfitrion_local,estadio,ciudad,fuente
2026,M-2026-036,Fase de grupos,F,3,2026-06-26,Tunisia,Netherlands,1.0,3.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_F
2026,M-2026-041,Fase de grupos,G,3,2026-06-26,Egypt,Iran,,1.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_G
2026,M-2026-042,Fase de grupos,G,3,2026-06-26,New Zealand,Belgium,1.0,5.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_G
2026,M-2026-047,Fase de grupos,G,3,2026-06-26,Cape Verde,Saudi Arabia,0.0,0.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_H
2026,M-2026-048,Fase de grupos,H,3,2026-06-26,Uruguay,Spain,0.0,1.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_H
2026,M-2026-053,Fase de grupos,,3,2026-06-26,Norway,France,1.0,4.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_I
2026,M-2026-054,Fase de grupos,G,3,2026-06-26,Senegal,Iraq,5.0,0.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_I
2026,M-2026-059,Fase de grupos,G,3,2026-06-27,Algeria,Austria,3.0,3.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_J
2026,M-2026-060,Fase de grupos,,3,2026-06-27,Jordan,Argentina,1.0,3.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_J
2026,M-2026-065,Fase de grupos,,3,2026-06-27,Colombia,Portugal,0.0,0.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_K
2026,M-2026-066,Fase de grupos,G,3,2026-06-27,DR Congo,Uzbekistan,3.0,1.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_K
2026,M-2026-071,Fase de grupos,G,3,2026-06-27,Panama,England,,,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_L
2026,M-2026-072,Fase de grupos,,3,2026-06-27,Croatia,Ghana,2.0,1.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_L
2026,M-2026-019,Fase de grupos,G,1,2026-06-13,United States,Paraguay,4.0,1.0,True,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_D
2026,M-2026-051,Fase de grupos,,2,2026-06-22,France,Iraq,,0.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_I
2026,M-2026-065,Fase de grupos,,3,2026-06-27,Colombia,Portugal,0.0,0.0,False,,,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_Group_K
